letter,question,answer
ث,"مدينة صغيرة موجودة في منطقة الرياض","ثادق"
ث,"صفة في اللغة لما هو مكونًا من اثنين","ثنائي"
ث,"ما الكلمة التي تعني طبقات من الناس أو الجند إذا اجتمعوا في صف واحد أو تكوين مُحدّد؟","ثُـلَّة (بمعنى جماعة مصطفّة)"
ث,"كم عدد أجزاء القرآن الكريم؟","ثلاثون"
ث,"ما الاسم الذي يُطلق على التآكل الحاصل في طبقة تحمي الأرض من الأشعة فوق البنفسجية الضارة؟","ثقب الأوزون"
ث,"ماذا تسمى المرأة التي فقدت ولدها؟","ثكلى"
ث,"ما هو فرع الفيزياء الذي يدرس العلاقة بين الحرارة والأشكال الأخرى للطاقة؟","ثرموديناميكا"
ث,"عشب من الفصيلة الزنبقية؟","ثوم"
ث,"ماذا يسمى صوت الشاة؟","ثغاء"
ث,"من أحب الأطعمة للنبي صلى الله عليه وسلم؟","الثريد"
ث,"ما هي الأجسام الفلكية ذات الجاذبية الهائلة التي لا يفلت منها حتى الضوء؟","ثقوب سوداء"
ث,"من هي أول مرضعة للرسول صلى الله عليه وسلم؟","ثويبة الأسلمية"
ث,"لفظة قرآنية تعني أبو بكر الصديق عندما كان في الغار مع الرسول صلى الله عليه وسلم؟","ثاني اثنين"
ث,"ركز العمود ونحوه في الأرض؟","ثبت"
ث,"هو نمو حميد (ليس سرطاني) لكتلة صغيرة على سطح الجلد، يحدث نتيجة الإصابة بعدوى فيروسية","ثالول"
ث,"نوع من أنواع المصارعة في إسبانيا","الثيران"
ث,"ما اسم المركز الواقع في محافظة العرضيات التابعة لمنطقة مكة المكرمة بالسعودية؟","ثريبان"
ث,"ما هي الحرب التي أدت إلى استقلال الولايات المتحدة الأمريكية؟","الثورة الأمريكية"
ث,"ما اسم القبيلة العربية التي سكنت الطائف واشتهرت في صدر الإسلام، وذُكرت في التاريخ الإسلامي؟","ثقيف"
ث,"ما هي أحد ألمع وأشهر العناقيد النجمية في السماء؟","الثريا"
ث,"ما هو المصطلح الذي يُطلق على الحركة الجماعية التي تهدف إلى إحداث تغيير جذري في النظام السياسي أو الاجتماعي القائم؟","ثورة"
ث,"ما هي صورة الفيديو التي تظهر من الخارج للمشاهد قبل مشاهدة الفيديو؟","ثمنيل"
ث,"ما هو الرقم القياسي العالمي في رمي الجلة للرجال؟","ثلاثة وعشرون متراً وستة وخمسون سنتيمتراً"
ث,"ما هو الاسم الذي جمع بين الإنس والجن في القرآن؟","الثقلان"
ث,"ما هو اسم القوم الذين سكنوا منطقة الحجر في العصور القديمة؟","ثمود"
ث,"ما الاسم الذي يُطلَق على المرأة التي سبق لها الزواج وفارقت زوجها؟","ثيّب"
ث,"ما هو الاسم الآخر للأفعى؟","ثعبان"
ث,"ما هو المرض الذي يصيب فروة شعر الإنسان؟","ثعلبة"
ث,"هو كائن يتحرك على بطنه ويتغذى على الفرائس الصغيرة وبعض أنواعه تكون خطرة؟","الثعبان"
ث,"المقابل النقدي الذي يتفق عليه البائع والمشتري نظير الحصول على سلعة أو خدمة","ثمن"
ث,"ما اسم المرأة التي أرضعت النبي صلى الله عليه وسلم قبل حليمة السعدية؟","ثويبة"
ث,"ما الاسم الذي يشير إلى حُسن المديح والدعاء، ويُقال أيضًا في حقّ الله تعالى؟","ثناء"
ث,"ما هو وصف المرأة التي سبق لها الزواج في الفقه الإسلامي؟","ثيب"
ث,"ما الاسم الذي يطلق على المرأة شديدة الغنى والترف في اللغة العربية؟","ثريّة"
ث,"من هو الإمبراطور الذي ألغى الألعاب الأولمبية؟","ثيودوسيوس"
ث,"حالة صحية عقلية تتسبب في تقلبات مزاجية مفرطة تتضمن الارتفاعات (الهوس أو الهوس الخفيف) والانخفاضات (الاكتئاب) العاطفية.","ثنائي القطب"
ث,"جريدة عراقية رسمية؟","الثورة"
ث,"ما المصطلح الذي يشير إلى مجموعة المعارف والعادات والتقاليد والفنون التي تميّز شعبًا ما؟","ثقافة"
ث,"ماذا يُطلق على الفتحات الموجودة في أوراق النباتات التي تساعد في التنفس؟","الثغور"
ث,"ماهو الحيوان المفترس الذي يضرب به المثل بمكره ودهائه وينتمي لفصيلة الكلبيات؟","الثعلب"
ث,"ما هي الكلمة التي تعني في اللغة الهلاك والخسران؟","الثبور"
ث,"من هو الصحابي الذي أطلق عليه لقب خطيب النبي صلى الله عليه وسلم؟","ثابت بن قيس"
ث,"ما هو مرادف كلمة أجر أو حسنات؟","ثواب"
ث,"ما اللفظ الذي يعني جمع ""ثنية""، وهي موضع انحدار أو منعطف جبلي؟","ثنايا"
ث,"ما اسم النبتة الصحراوية المعروفة بأنها علف للإبل والماشية؟","ثمام"
ث,"غار في مكة اختبأ فيه الرسول صلى الله عليه وسلم وصديقه أبو بكر من المشركين؟","ثور"
ث,"ما هو ابن الماء الذي يموت إذا وضع في الماء؟","الثلج"
ث,"ما هي الكمية في الفيزياء التي تربط بين طاقة الفوتون وتردده؟","ثابت بلانك"
ث,"ما اسم الغاز الذي ينتج عن تنفس الكائنات الحية واحتراق المواد العضوية، وتساهم زيادته في ظاهرة الاحتباس الحراري؟","ثاني أكسيد الكربون"
ث,"أنا مصنوع من الماء ولكن إذا وضعت فيه أذوب؟","ثلج"
ث,"بماذا يوصف الشيء الغالي ذو القيمة العالية؟","ثمين"
ث,"من هو ابن ثابت بن قرة الذي واصل الاهتمام بالطب وأبحاث والده العلمية؟","ثابت بن سنان"
ث,"محافظة في مدينة الرياض تلقب بـأم البنادق"" وتشتهر بمعالم تراثية وقصور طينية""","ثادق"
ث,"أولد من الماء وأموت فيه؟","الثلج"
ث,"نمو حميد (ليس سرطاني) لكتلة صغيرة على سطح الجلد؟","ثالول"
ث,"ما الطبق العربي التقليدي المكوَّن غالبًا من الخبز واللحم أو المرق ويُعَدّ من أشهر الأكلات التراثية؟","ثريد"
ث,"ما هو المرض الذي يصيب فروة الشعر؟","ثعلبة"
ث,"مجموعة من الأفكار والمعلومات والخبرات التي تنتشر في مجتمع ما بسبب التأييد الاجتماعي لها، ويكون أساسها التراث.","الثقافة"
ث,"من هم الذين يكثرون الكلام بلا فائدة؟","الثرثارون"
ث,"ما الكلمة التي تعني فتحة صغيرة في جدار أو باب، قد يدخل منها النور أو الهواء؟","ثغرة"
ث,"ماذا تعني كلمة 'هاتريك' في كرة القدم؟","ثلاثة أهداف"
ث,"ما هو صوت الغنم؟","ثغاء"
ث,"ما هو الرقم القياسي العالمي في الوثب الطويل للرجال؟","ثمانية أمتار وخمسة وتسعون سنتيمتراً"
ث,"ما اللفظ الذي يُطلق على الشخص الذي يتمتع بالغنى والجاه في قومه؟","ثري"
ث,"من هو مؤلف كتاب فقه اللغة؟","الثعالبي"
ث,"ما هو اسم الشاعر تأبط شراً الحقيقي؟","ثابت بن جابر"
ث,"من هو مولى الرسول صلى الله عليه وسلم؟","ثوبان"
ث,"ما الاسم الذي يدلّ على الأرض أو التراب اللّيّن إذا ابتلّ بالماء وأصبح رطبًا؟","ثرى"
ث,"ما الاسم الذي يُطلَق على الراتينج (الصمغ) الذي تفرزه بعض الأشجار ويُستخدم في البخور؟","ثمغ"
ث,"ما هو اسم سد مشهور يقع في العراق؟","الثرثار"
ث,"ما هو المصطلح الذي يشير إلى التربة الرطبة أو الطينية؟","ثرى"
ث,"يستعمل كمضاد وأيضاً للطبخ؟","الثوم"
ث,"مملكة تقع في شرق المملكة العربية السعودية","ثاج"
ث,"ماذا تسمى الأسنان الأربع الأمامية في مقدمة الفم؟","الثنايا"
ث,"من هو الصحابي الملقب بخطيب النبي صلى الله عليه وسلم؟","ثابت بن قيس"
ث,"ما هو الشيء الخارق؟","ثاقب"
ث,"مرض يصيب فروة شعر الإنسان","ثعلبة"
ث,"ماذا يطلق على الشخص كثير الكلام الفارغ؟","الثرثار"
ث,"ما هو الاستقرار أو الثقة في مواجهة التغيرات أو التحديات؟","الثبات"
ث,"ما الاسم الذي يُطلق على الجزء من النبات الذي يحتوي على البذور ويكون غالبًا صالحًا للأكل؟","ثمرة"
ث,"من هو خطيب النبي صلى الله عليه وسلم؟","ثابت بن قيس"
ث,"ما هي المدة الزمنية للمباراة الكاملة في كرة السلة؟","ثمانية وأربعون دقيقة"
