الحرف,السؤال,الإجابة
ث,ما الاسم الذي يُطلق على الانتقام من شخص أو جماعة ردًا على اعتداء سابق؟,ثأر
ث,ما هو المصطلح الذي يشير إلى التربة الرطبة أو الطينية؟,ثرى
ث,نبات يٌستخدم في الطعام، يقوي المناعة ويخفض ضغط الدم، استخدمته الثقافات القديمة كمنشط وواقٍ للأمراض بينما اعتقدت ثقافات أخرى أنه يطرد الأرواح الشريرة,الثوم
ث,كلمة بمعنى فقد اتزانه بسبب شرب الخمر أو النعاس الشديد,ثمل
ث,أداة مأمونة وشائعة للحصول على النار عن طريق عملية كيميائية ناتجة عن احتكاكها بسطح خشن يحتوي على الفسفور الأحمر,الثقاب
ث,ما هو الحيوان المفترس الذي يضرب به المثل بمكره ودهائه وينتمي لفصيلة الكلبيات؟,الثعلب
ث,ما ذا يسمى الجلد السميك الذي يتكون نتيجة الاحتكاك أو الضغط المستمر؟,الثفن
ث,ما هو التحول الاقتصادي والاجتماعي الذي بدأ في بريطانيا في القرن الثامن عشر؟,الثورة الصناعية
ث,غاز عديم اللون والرائحة يتركب من الكربون والأكسجين يذوب في الماء ويمكن تسييله بالضغط,ثاني أكسيد الكربون
ج,ما هو المقابل المترتب على فعل معين؟,جزاء
ج,عين يقع بالقرب من الهفوف به مياه ساخنة غنية بالمعادن وتستخدم مياهه لعلاج الروماتيزم وبعض الأمراض الأخرى,الجوهرية
ج,ما الاسم الذي يُطلق على النقاش السلبي بين طرفين يختلفان في الرأي؟,جدال
ج,"كلمة للدلالة على ارتكاب ما لا يحل وهي أحد مرادفات كلمة ""ذنب""",جُرم
ج,من هو مؤسس الإمبراطورية المغولية؟,جنكيز خان
ج,ما هي صفة الاستحقاق أو الأهلية لشيء ما بناءً على الكفاءة أو القيمة؟,جدارة
ج,عملية تغطية الحديد بطبقة رقيقة من الزنك لحمايته من الصدأ,الجلفنة
ج,ما اسم الجزء السفلي من النبات الذي ينمو داخل التربة ويمتص منها الماء والعناصر الغذائية؟,جذور
ج,ما هي الهيئة أو الجهة المسؤولة عن مراقبة البضائع والرسوم المفروضة على الاستيراد والتصدير؟,الجمارك
ج,ما هي الرتبة العسكرية العليا في العديد من جيوش العالم؟,جنرال
ج,ماذا يطلق على الأرض القاحلة التي لا نبات فيها ولا زرع؟,جرداء
ج,المكان الذي يتقابل عنده الجيشان للقتال,الجبهة
ج,ما اسم العالم الذي اشتُهر بعلم الكيمياء في الحضارة الإسلامية؟,جابر بن حيان
ج,ما الاسم الذي يُطلق على الرسم أو الزخرفة التي تُنفَّذ على جدران المباني لأغراض فنية أو تاريخية؟,جدارية
ج,ما هو الجبل الذي رست عليه سفينة سيدنا نوح عليه السلام؟,الجودي
ج,ما الاسم الذي يُطلق على الكائنات الحية الدقيقة المُسببة للأمراض مثل البكتيريا والفيروسات؟,جراثيم
ج,ما الاسم الذي يُطلق على الشخص الذي يتسلل لجمع معلومات سرية عن دولة أو جهة معينة لصالح جهة أخرى؟,جاسوس
ج,من هو الأديب الذي توفي بعد أن انهارت عليه كتبه في مكتبته بسبب كثرتها وثقلها؟,الجاحظ
ج,ما هي العملة الرسمية المستخدمة في السودان؟,جنيه
ج,"من هو الأديب والمفكر العباسي الذي ألّف كتاب ""البخلاء"" وتميز بأسلوبه الساخر والفكري؟",الجاحظ
ج,صحابي جليل، كان له أخوات كثيرات، وكان يعولهن بعد وفاة أبيه، وهو من المكثرين في رواية الحديث النبوي,جابر بن عبدالله (رضي الله عنه)
ج,ما الاسم الذي يُطلق على قطعة من اليابسة تحيط بها المياه من جميع الجهات؟,جزيرة
ج,ما هو الوادي الرئيسي الذي يسقي أعلى بلدة عودة سدير؟,الجوفاء
ج,ما هو الحاجز الذي قسم مدينة برلين الألمانية لأكثر من 28 عامًا وكان رمزًا للحرب الباردة؟,جدار برلين
ج,ما هي الضريبة التي كانت تُفرض على غير المسلمين في الدولة الإسلامية مقابل الحماية؟,الجزية
ج,ما النظام السياسي الذي يُنتخب فيه الرئيس لفترة محددة ويكون فيه الشعب مصدر السلطة؟,جمهوري
ج,ما الاسم الذي يُطلق على أي جسم طبيعي موجود في الفضاء مثل الكواكب والنجوم والكويكبات؟,جرم سماوي
ج,ما هي الدولة التي عاصمتها كينغستون؟,جامايكا
ج,ما المصطلح الذي يُطلق على المادة الوراثية المسؤولة عن تحديد صفات الكائنات الحية ونقلها عبر الأجيال؟,الجينات
ج,ما هي المنظومة الحيوية في جسم الإنسان المسؤولة عن القوة والحركة والثبات؟,الجهاز العضلي
ج,ما هو أكبر عضو في جسم الإنسان؟,الجلد
ج,ما الاسم الذي يُطلق على المجرى الصغير الذي يتدفق فيه الماء بشكل دائم أو موسمي؟,جدول مائي
ج,صحابي جليل، كان شاعرًا وخطيبًا، وكان سيد قبيلة بجيلة,جرير بن عبدالله (رضي الله عنه)
ج,"صحابي جليل كان كريماً يحب المساكين ويُقال إنه كان أشبهَ الناس بالنبي ﷺ خَلقًا وخُلُقًا، ولُقب بـ ""ذي الجناحين""",جعفر بن أبي طالب (رضي الله عنه)
ج,ما اسم الفتاة في لوحة الموناليزا أشهر لوحة في العالم للفنان ليوناردو دافنشي؟,جوكوندو
ج,أحد المدن السعودية تقع في المنطقة الشرقية تُعرف بأنها اكبر مدينة صناعية في العالم,الجبيل الصناعية
ج,ما الاسم الذي يُطلق على مستوى الكفاءة أو الامتياز في منتج أو خدمة ومدى مطابقته للمعايير؟,الجودة
ج,ما اسم القوة التي تجذب الأجسام نحو مركز الأرض أو أي جسم له كتلة؟,جاذبية
ج,ما المصطلح الذي يُطلق على الفترة التي سبقت بعثة النبي محمد ﷺ في شبه الجزيرة العربية؟,الجاهلية
ج,فرد مهمته الحصول على معلومات سرية أو حساسة دون إذن الجهة المالكة لمصلحة جهة أخرى,جاسوس
ج,ما نوع الخلايا التي لديها القدرة على الانقسام والتخصص لتكوين أنواع مختلفة من خلايا الجسم؟,خلايا جذعية
ج,ما هو العلم الذي يختص بدراسة تكوين الأرض وطبقاتها والظواهر المرتبطة بها مثل الزلازل والبراكين؟,الجيولوجيا
ج,ما هي الرياضة التي تتطلب مرونة عالية وحركات دقيقة على الأرض أو على أجهزة خاصة؟,الجمباز
ج,ما هي عاصمة جمهورية جيبوتي؟,جيبوتي
ج,ما هو الفرع الرئيسي في الرياضيات الذي يدرس العلاقات والكميات باستخدام الرموز؟,الجبر
ج,ما هي الحشرة القافزة التي تشبه الجراد لكنها أصغر حجماً وتصدر صريراً مميزاً؟,جندب
ج,ما هو الجزء الأساسي أو الطبيعة الحقيقية لشيء ما، والذي يحدد هويته؟,الجوهر
ج,ما هي الفائدة أو المنفعة العملية المتوقعة من مشروع أو إجراء معين؟,جدوى
ج,ما التخصص الطبي الذي يقوم على معالجة الأمراض أو الإصابات عن طريق العمليات اليدوية أو الأدوات الطبية؟,جراحة
