letter,question,answer
ث,"ماذا يطلق على الجماعة من الناس؟","ثلة"
ث,"من الصحابي الذي أضحك الله؟","ثابت بن قيس"
ث,"ما الكلمة التي تشير إلى امتلاك الإنسان أموالًا وممتلكاتٍ كثيرة وغنى واضح؟","ثروة"
ث,"كلمة بمعنى الإنس والجن ورد ذكرها في سورة الرحمن؟","الثقلان"
ث,"حفرة يحتفرها ماء المطر","الثجة"
ث,"أحد الأسماء الذي يطلق على الإنس والجن وُرِد ذكره في القرآن","الثقلان"
ث,"ما هو اسم الشخص الذي يجمع أموالاً كثيرة؟","ثري"
ث,"ما الكلمة التي تعني الجلد والصمود والثبات على الشدائد والمصاعب؟","ثبات"
ث,"ما هو الفراغ أو الفتحة في جسم صلب؟","ثقب"
ث,"ما اسم القوم الذين أُرسِل إليهم النبي صالح عليه السلام وفقًا للقرآن الكريم؟","ثمود"
ث,"قوم أهلكوا بالطاغية؟","ثمود"
ث,"ماذا يُطلق على الفتحات الموجودة في أوراق النباتات التي تساعد في التنفس؟","الثغور"
ث,"حالة صحية عقلية تتسبب في تقلبات مزاجية مفرطة تتضمن الارتفاعات (الهوس أو الهوس الخفيف) والانخفاضات (الاكتئاب) العاطفية.","ثنائي القطب"
ث,"ما هو الطعام الذي يتكون من خبز ومرق؟","ثريد"
ث,"كثرة الكلام في مبالغة دون جدوى؟","ثرثرة"
ث,"ما الاسم الذي يشير في الترتيب إلى الرقم 2 باللغة العربية؟","ثاني"
ث,"الاسم الذي يُطلق على مقر إقامة الجنود ومكان تدريبهم ومبيتهم","ثكنة"
ث,"ماذا يطلق في اللغة على الجماعة من الناس؟","ثلة"
ث,"ما المصطلح الذي يُستخدَم عند الدعاء بالهلاك أو الندامة الشديدة على إنسان؟","ثبور"
ث,"ماذا تسمى المرأة التي فقدت أولادها؟","ثاكل"
ث,"في أي عام هجري وقعت غزوة بدر الكبرى؟","الثاني"
ث,"هو كائن يتحرك على بطنه ويتغذى على الفرائس الصغيرة وبعض أنواعه تكون خطرة؟","الثعبان"
ث,"من هو ابن ثابت بن قرة الذي واصل الاهتمام بالطب وأبحاث والده العلمية؟","ثابت بن سنان"
ث,"ما هي الطائفة من الحيوانات الفقارية التي ترضع صغارها؟","ثدييات"
ث,"ماذا يطلق على الشخص كثير الكلام؟","ثرثار"
ث,"ما الاسم الذي يطلق على فتحات صغيرة يُحدِثها الإنسان عمدًا بأدوات في مادة صلبة؟","ثقوب"
ث,"ماذا يحدث إذا انضغطت كتلة كبيرة جداً في حيز صغير جداً؟","ثقب أسود"
ث,"المقابل النقدي الذي يتفق عليه البائع والمشتري نظير الحصول على سلعة أو خدمة","ثمن"
ث,"ما المصطلح العربي الذي يدلُّ على الزيادة الكبيرة في المال والأملاك؟","ثراء"
ث,"مكان نحفظ فيه الطعام لكي لا يفسد؟","الثلاجة"
ث,"ما اسم أحد جبال مكة المكرمة الذي ذُكر في كتب السيرة والتاريخ الإسلامي؟","ثبير"
ث,"ما هو الاسم الذي يطلق على التراب الندي الذي يبتله ماء المطر؟","الثرى"
ث,"ما هو الجزاء الحسن الذي يناله المسلم على أعماله الصالحة في الدنيا والآخرة؟","ثواب"
ث,"مجموعة من الأفكار والمعلومات والخبرات التي تنتشر في مجتمع ما بسبب التأييد الاجتماعي لها، ويكون أساسها التراث.","الثقافة"
ث,"ماذا تسمى المرأة التي فقدت ابنها؟","ثكلى"
ث,"حيوان ينام مفتوح العينين وذلك لأنه لا يملك جفوناً في عينيه فما هو؟","الثعبان"
ث,"ما هو اسم الشاعر الملقب بتأبط شراً؟","ثابت الفهمي"
ث,"من هو الصحابي الذي كان خطيب الأنصار ووصفه النبي بأنه من أهل الجنة وشهد أحد والخندق؟","ثابت بن قيس"
ث,"قيام أهل المقتول بقتل الجاني","ثأر"
ث,"ما الاسم العربي الذي يُطلَق على كوكبة النجوم المعروفة بالإنجليزية باسم ""Taurus""؟","ثور"
ث,"ما هو الاستقرار أو الثقة في مواجهة التغيرات أو التحديات؟","الثبات"
ث,"ما هي الصفة التي تطلق على الشخص كثير الكلام؟","ثرثار"
ث,"ما هو ابن الماء الذي يموت إذا وضع في الماء؟","الثلج"
ث,"الموتى وسيلة مأمونة وشائعة للحصول على النار؟","ثقاب"
ث,"ما هو الحيوان الموجود في شعار نادي ليستر سيتي؟","ثعلب"
ث,"ما الصفة التي تُطلق على الشيء الذي لا يتغير مع الزمن أو الظروف؟","ثابت"
ث,"شيء يشم من اللسان وليس له أذنان ويخاف منه الإنسان فما هو؟","الثعبان"
ث,"كلمة تأتي بمعنى داوم وواظب عليه بإصرار","ثابر"
ث,"ما اسم قوم سيدنا صالح عليه السلام؟","ثمود"
ث,"كم عدد أجزاء القرآن الكريم؟","ثلاثون"
ث,"عشب يمتد على الأرض ويشتبك كاللبدة ويُستخدم لتغطية الحدائق والملاعب ويستخدم كعلف ومراعٍ للمواشي","ثيّل"
ث,"كلمة تعني الأرض؟","ثرى"
ث,"مملكة تقع في شرق المملكة العربية السعودية","ثاج"
ث,"من هي مرضعة الرسول صلى الله عليه وسلم وليست حليمة السعدية؟","ثويبة الأسلمية"
ث,"حيوان يستخدم رمز للصيدلية؟","ثعبان"
ث,"مرض يصيب فروة شعر الإنسان","ثعلبة"
ث,"من هي المرأة التي فقدت ولدها؟","ثكلى"
ث,"ما اسم الشاعر الذي اشتهر بلقب الشنفرى؟","ثابت بن أواس"
ث,"من هو الإمبراطور الذي ألغى الألعاب الأولمبية؟","ثيودوسيوس"
ث,"ما هي الكلمة التي تعني في اللغة الهلاك والخسران؟","الثبور"
ث,"ماذا تعني كلمة 'هاتريك' في كرة القدم؟","ثلاثة أهداف"
ث,"ما الاسم الذي يُطلق على الانتقام من شخص أو جماعة ردًا على اعتداء سابق؟","ثأر"
ث,"ما هو اسم الرواية الشهيرة التي كتبها نجيب محفوظ وفاز عنها بجائزة نوبل؟","الثرثرة فوق النيل"
ث,"غاز عديم اللون والرائحة يتركب من الكربون والأكسجين يذوب في الماء ويمكن تسييله بالضغط","ثاني أكسيد الكربون"
ث,"ما الكلمة التي تعني فتحة صغيرة في جدار أو باب، قد يدخل منها النور أو الهواء؟","ثغرة"
ث,"ما هي قبيلة نبي الله صالح عليه السلام؟","ثمود"
ث,"شيء إذا شرب الماء مات؟","الثلج"
ث,"ماذا يسمى صوت الشاة؟","ثغاء"
ث,"ما هو اسم العنصر الكيميائي الذي رمزه Th؟","الثوريوم"
ث,"ما هو مجموع القيم والعلوم والمعارف والفنون المتوارثة في المجتمع؟","ثقافة"
ث,"هي صفة تكسبها إذا كنت أميناً وصادقاً؟","الثقة"
ث,"كلمة بمعنى فقد اتزانه بسبب شرب الخمر أو النعاس الشديد","ثمل"
ث,"ما هو الحيوان الذي أكل السحر؟","ثعبان نبي الله موسى عليه السلام"
ث,"ما هي بلدة الرحالة العربي المشهور أحمد بن ماجد التي تقع قرب الرياض في السعودية؟","ثرمداء"
ث,"ما الاسم الذي يُطلق على شعور الإنسان بقدرته على اتخاذ القرارات وتحقيق الأهداف دون تردد؟","ثقة بالنفس"
ث,"من هو مؤلف كتاب فقه اللغة؟","الثعالبي"
ث,"ما هو صوت الغنم؟","ثغاء"
ث,"ما الحيوان المعروف في الثقافة العربية بلقب ""أبو الحصين"" ويُضرَب به المثل في المكر؟","ثعلب"
ث,"ما هو نوع من أنواع النباتات التي تحتوي على أوراق شائكة وتوجد بكثرة في الصحراء؟","الثبج"
ث,"من هو الصحابي الذي أطلق عليه لقب خطيب النبي صلى الله عليه وسلم؟","ثابت بن قيس"
ث,"ما معنى الكريم الذي يستنفذ ما عنده من مال وغيره؟","ثمود."
ث,"صفة في اللغة لما هو مكونًا من اثنين","ثنائي"
ث,"أكلة عربية شعبية عريقة، اشتهرت بأنها طعام النبي محمد ﷺ المفضل وهو خبز يابس يُفتّ ويُصب عليه مرق اللحم","الثريد"
ث,"ركز العمود ونحوه في الأرض؟","ثبت"
ث,"فيمن نزلت الآية (يا أيها الذين آمنوا لا ترفعوا أصواتكم فوق صوت النبي)؟","ثابت بن قيس"
ث,"مدينة صغيرة موجودة في منطقة الرياض","ثادق"
ج,"ما هو المصطلح الذي يُطلق على عملية دراسة الصخور وتركيبها؟","الجيولوجيا"
ج,"ما العملية الزراعية التي تُجرى عند نضج الثمار لجمع المحصول؟","جني"
ج,"ما معنى أجأ في قول امرئ القيس؟","جبل شهير في حائل"
